"","cntry","netusoft","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgblge","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","lnghom1","lnghom2","blgetmg","facntr","mocntr","admdw","vteurmmb","evpdemp","evlvptn","lvptnyr","evmar","bthcld","nbthcld","ngchld","ygcdbyr","ggchld","admge","ageadlt","agemage","ageoage","iaglptn","iagmr","iagpnt","iagrtr","tygledu","tyglvp","tygmr","tygpnt","tolvpnt","tochld","towkht","anvcld","alvgptn","acldnmr","aftjbyc","advcyc","plnftr","hhmmb","gndr","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshpsts","lvgptnea","dvrcdeva","marsts","maritalb","chldhhe","domicil","eisced","edulvlb","edubde1","eduade2","eduade3","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","mnactic","crpdwk","pdjobev","emplrel","emplno","wrkctra","estsz","jbspv","wkdcorga","iorgact","icwhct","tporgwk","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","eiscedp","edulvlpb","edupbde1","edupade2","edupade3","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","emprelp","eiscedf","edulvlfb","edufbde1","edufade2","edufade3","emprf14","occf14b","eiscedm","edulvlmb","edumbde1","edumade2","edumade3","emprm14","occm14b","atncrse","region","regunit","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","fvgabc","infqbst","grsplet","netilet","grspfr","netifr","occinfr","topinfr","btminfr","wltdffr","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","prtvede1","prtvede2","prtclede","rlgdnade","rlgdeade"
"1074","DE",1,0,1,1,1,1,3,1,3,0,0,4,0,0,0,6,1,2,2,2,2,2,2,1,2,1,2,3,6,5,0,0,3,3,2,2,4,4,0,1,1,1,8,7,5,7,6,2,3,2,2,4,1,2,2,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,1981,1,1,1,1,2015,6,2,20,40,60,25,26,28,65,20,20,20,20,35,40,65,3,3,3,3,2,4,1,1,2,1,1,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,2,4,6,4,NA,5,NA,1,1,2,5,5,1,3,6,610,6,5,6,20,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,5,1,4,1,3,2,1,1,2,1,2,2,2,4,3,2,4,1,212,0,9,3,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,1,3,322,3,0,7,1,4,3,322,3,0,7,1,3,2,"DED",1,1,1,1,3,0,0,0,2,2,1,10,-2,-1,-2,4,-3,4,2,2,3,4,4,2,2,2,3,4,4,4,3,5,2,4,3,5,5,3,2,5,3,3,3,2,5,2,4,2,2,2,4,3,3,3,1,1
"1075","DE",1,4,6,6,3,4,2,3,3,3,8,7,4,4,4,4,1,2,2,2,2,2,2,2,1,1,3,5,8,4,3,7,4,8,4,1,5,1,10,1,2,2,4,7,6,8,6,4,3,2,1,2,2,8,5,1,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","ENG",2,1,1,2,1,1,2,2008,2,2,2,10,2016,6,2,21,35,60,26,32,32,60,16,18,20,18,25,48,60,3,3,3,3,3,2,1,1,2,2,2,1,NA,NA,NA,NA,1969,NA,NA,NA,NA,6,6,6,6,6,NA,4,NA,1,2,2,6,6,2,1,5,423,6,0,7,18,1,1,0,0,0,0,0,0,0,0,0,0,9,9,2,1,1,35,2,4,2,7,0,1,4,2,2,1,1,3,8,1,3,4,1,213,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,3,322,3,0,6,1,3,3,321,4,0,3,1,5,1,"DE9",1,4,3,2,10,10,4,4,2,2,1,10,0,0,0,0,0,1,4,3,2,1,1,4,2,2,4,1,3,2,2,3,1,4,3,2,3,2,2,3,1,1,4,4,4,3,4,1,5,3,2,5,5,5,2,2
"1076","DE",5,0,0,5,3,1,1,1,1,0,3,5,0,0,0,0,2,2,2,2,2,2,2,2,1,2,2,5,5,1,0,0,5,3,3,1,3,2,1,3,4,4,0,0,0,3,2,2,1,2,3,3,1,5,5,1,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,2,1,1,1995,1,1,4,1,2016,6,2,25,40,45,24,24,25,63,15,16,16,16,25,60,60,3,3,3,3,2,5,2,1,2,2,2,2,NA,NA,NA,NA,1964,NA,NA,NA,NA,1,2,1,2,2,NA,5,NA,3,6,1,4,4,1,3,3,322,2,0,6,13,0,0,0,1,1,0,0,0,0,0,0,0,5,5,2,1,1,50,1,2,2,0,0,1,4,2,1,1,1,3,5,4,3,5,2,212,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,2,2,3,322,3,0,6,1,3,3,322,3,0,7,3,5,2,"DEF",1,2,1,1,5,1,3,1,3,2,1,7,-4,-3,-4,3,-4,3,3,3,4,2,3,2,3,3,4,3,3,3,3,6,2,4,4,2,5,3,2,3,3,2,4,3,4,2,4,2,3,4,2,9,6,4,2,2
"1077","DE",5,7,7,6,3,1,2,3,2,3,5,5,2,3,3,3,1,1,2,1,2,1,2,2,2,1,2,5,8,6,6,6,4,6,1,1,5,1,6,2,2,2,5,5,5,8,5,3,2,2,2,3,3,7,5,1,6,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","ENG",2,1,1,2,1,1,1,2000,1,1,2,0,2017,6,2,30,50,0,25,30,32,60,15,18,29,30,41,50,70,3,3,3,4,3,7,4,2,1,2,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,2,6,2,NA,5,NA,1,2,2,NA,1,1,4,5,422,5,0,8,17,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,65,1,4,2,9,1,1,1,2,1,1,2,3,1,8,2,1,3,322,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,3,322,3,0,6,1,6,3,322,3,0,4,1,8,1,"DEF",1,3,3,3,10,8,5,5,1,2,1,1,0,0,0,0,-3,3,3,2,2,2,1,1,2,1,4,2,4,4,2,5,2,5,3,2,4,2,2,2,2,2,3,2,5,4,4,2,2,3,3,1,1,1,2,1
"1078","DE",5,7,5,5,2,4,2,3,4,7,9,9,6,5,6,8,1,2,2,2,2,1,2,2,2,2,2,5,8,8,5,8,3,6,1,1,5,1,8,1,2,3,7,5,5,8,4,4,3,2,2,3,3,10,7,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","ENG",2,1,1,1,1,1,1,2000,1,1,1,0,2017,6,1,18,30,65,25,0,25,0,15,17,17,17,27,50,68,3,3,3,3,3,7,3,1,2,1,1,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,2,6,5,NA,5,NA,1,1,1,NA,1,1,1,5,422,5,0,7,16,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,7,5,1,4,2,2,1,2,3,1,9,1,1,3,322,4,0,7,1,0,0,0,0,0,0,1,0,0,0,0,0,8,2,1,3,322,4,0,7,1,3,3,322,4,0,7,1,3,1,"DEF",1,4,3,3,10,10,5,5,1,2,10,2,0,0,0,0,-2,3,4,3,3,2,3,4,2,2,3,2,2,4,4,3,4,2,1,4,2,2,2,2,2,4,5,2,5,2,4,1,3,4,2,5,5,5,1,2
"1079","DE",4,2,2,3,2,3,2,2,3,5,8,8,6,6,7,6,3,2,2,1,2,2,2,2,2,2,3,0,8,0,4,8,9,8,2,5,4,4,9,1,2,1,5,8,8,7,5,4,3,2,2,2,3,7,5,1,6,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,2,"ARA","ZXX",1,2,2,3,65,1,2,2013,2,2,2,2,2016,6,2,25,35,70,111,34,26,60,18,111,21,30,30,30,60,2,1,1,3,3,2,4,2,1,2,2,1,NA,NA,NA,NA,1972,NA,NA,NA,NA,4,4,4,6,2,NA,5,NA,1,2,2,6,6,2,3,7,720,6,8,0,16,0,1,0,0,0,0,0,0,0,0,0,0,NA,2,2,1,1,50,1,3,2,0,6,2,4,1,2,1,1,3,4,9,2,8,1,113,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,2,1,6,720,3,8,0,1,1,3,321,3,0,3,3,4,1,"DEG",1,4,4,4,7,5,9,6,3,2,10,10,0,0,-2,-2,0,-3,4,4,3,3,2,3,2,2,5,2,1,3,2,3,5,3,3,3,1,1,1,5,4,2,4,3,4,2,2,3,4,1,4,4,1,2,6,2
"1080","DE",1,5,8,5,3,2,1,3,2,8,3,8,5,5,5,7,2,2,2,2,2,2,2,2,2,1,1,5,8,7,7,8,5,8,1,2,5,2,8,2,3,2,3,5,4,8,5,2,2,2,2,2,3,7,5,1,6,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,1971,1,1,2,4,1990,2,2,18,45,70,27,25,30,65,15,18,18,15,17,50,65,2,3,3,4,3,4,1,2,1,1,2,1,NA,NA,NA,NA,1964,NA,NA,NA,NA,3,3,4,1,5,NA,5,NA,1,1,2,5,5,2,4,3,322,4,0,6,12,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,0,1,2,2,5,0,1,3,2,2,1,1,2,4,2,2,4,1,113,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,2,2,212,3,0,0,1,9,2,212,3,0,0,1,9,2,"DEG",1,2,2,2,5,5,8,3,2,2,1,1,0,0,-1,0,-3,3,3,3,3,3,2,3,2,2,4,4,4,5,4,5,2,5,1,5,2,2,2,3,2,2,5,2,6,2,5,2,2,2,4,1,1,2,2,2
"1081","DE",5,6,8,5,3,3,4,2,2,6,7,8,6,5,5,6,1,2,2,1,2,2,2,1,2,2,3,4,9,7,5,6,6,7,2,1,5,1,7,1,2,2,6,7,6,8,6,5,3,2,2,2,3,7,7,2,1,7,7,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,"GER","ENG",2,1,1,2,1,1,1,1997,1,2,2,5,2016,6,2,19,42,70,23,32,27,65,15,16,18,15,24,65,70,3,3,4,4,4,2,2,1,1,2,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,5,4,6,5,NA,4,NA,2,1,2,NA,2,2,1,5,520,4,2,7,15,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,2,1,0,1,2,1,9,10,1,4,2,1,2,1,3,1,9,1,1,6,610,6,3,7,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,6,610,4,0,11,1,5,3,321,3,0,3,1,5,2,"DE3",1,3,3,3,8,7,5,4,1,2,10,10,0,0,0,3,-2,2,3,2,2,2,2,4,2,2,2,2,2,2,1,3,2,2,2,3,3,2,4,1,2,3,1,3,3,2,2,1,2,2,4,1,4,1,2,2
"1082","DE",1,7,5,7,2,3,2,3,2,5,3,8,2,3,3,5,1,2,2,1,2,1,2,2,2,1,3,5,9,9,5,3,7,9,2,1,5,2,3,2,2,3,5,2,5,9,4,4,4,2,3,2,3,9,9,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,1985,1,1,1,0,2010,6,2,0,35,0,25,25,25,60,20,18,18,25,25,25,0,3,4,4,1,3,10,3,1,2,1,1,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,2,6,5,NA,4,NA,1,2,2,NA,1,1,2,3,321,4,0,8,11,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,2,1,35,1,4,2,8,8,1,4,2,2,1,2,3,1,9,2,1,3,322,3,0,6,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,322,3,0,6,1,6,3,322,3,0,7,1,4,2,"DEA",1,3,2,2,10,10,10,10,1,2,1,1,0,0,-2,0,-2,-2,3,3,4,4,2,5,2,2,3,2,3,4,1,5,2,3,3,3,5,3,5,1,2,1,3,1,1,5,2,1,1,1,1,1,1,1,1,1
"1083","DE",5,8,7,8,2,3,1,3,2,7,6,9,7,5,3,7,1,2,2,1,2,1,2,1,2,1,2,4,9,8,4,8,6,7,3,1,5,2,8,2,2,2,6,3,6,9,6,3,3,2,2,3,2,9,7,1,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"GER","000",2,2,2,2,1,1,1,2005,2,1,2,0,2017,6,2,19,45,60,22,22,25,65,17,18,18,19,25,50,67,3,3,3,3,3,4,4,1,2,2,2,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,2,5,6,NA,5,NA,3,6,2,6,6,2,4,3,322,4,0,6,13,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,35,1,5,1,7,0,1,4,2,2,1,1,1,1,9,1,1,3,321,4,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,7,720,5,8,0,1,6,2,212,3,0,0,3,9,2,"DE9",1,4,3,3,8,8,5,4,1,2,1,1,0,-1,0,0,-3,-2,3,3,2,2,3,2,1,2,4,2,2,3,3,3,1,3,2,2,3,2,3,1,1,2,2,2,4,3,3,2,3,3,3,1,1,1,1,2
"1084","DE",4,0,10,10,3,7,1,4,2,3,10,10,5,3,5,1,3,2,2,2,2,2,2,2,2,2,2,5,10,0,4,3,5,5,5,2,3,2,10,3,3,4,0,10,10,10,2,1,3,2,3,1,3,10,4,1,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"GER","TAI",1,2,2,2,1,1,1,1991,1,1,2,0,2014,6,2,0,33,70,25,40,40,60,20,15,18,30,40,0,60,1,3,3,4,1,10,3,2,1,2,1,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,3,2,6,NA,4,NA,1,2,1,NA,1,1,3,2,212,3,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,35,1,2,2,0,0,1,4,2,1,2,1,3,4,6,1,1,7,720,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,1,3,322,6,0,0,4,9,2,212,3,0,0,3,2,2,"DE1",1,2,2,4,55,0,10,10,1,2,10,10,-1,-1,-1,-2,3,3,4,4,3,3,1,2,2,2,2,2,2,2,5,5,2,2,5,5,5,2,2,2,2,2,5,2,5,5,2,2,2,2,2,6,1,3,7,2
"1085","DE",5,8,7,9,4,3,3,3,4,9,8,10,5,5,9,7,3,2,2,2,2,2,2,2,2,1,2,3,8,7,6,9,9,8,5,2,2,2,9,1,1,3,8,9,5,6,7,6,3,2,2,2,3,6,6,1,6,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"GER","RUM",1,2,2,3,65,2,2,2015,2,2,3,0,2017,6,1,17,0,50,18,22,25,60,18,16,18,20,0,40,67,1,3,3,2,4,10,3,1,1,2,1,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,3,1,1,6,NA,4,NA,1,2,2,6,6,2,4,1,113,1,0,0,10,0,1,0,0,0,0,0,0,0,0,0,0,NA,2,2,2,1,40,2,3,2,3,0,2,4,2,2,1,2,3,1,4,2,9,1,113,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,2,3,322,3,0,6,1,8,2,212,3,0,0,1,8,2,"DEB",1,3,3,2,8,8,5,6,3,2,1,10,1,-1,-3,3,0,-3,2,3,2,2,3,3,2,3,3,2,3,2,2,6,2,6,4,4,5,3,4,2,3,2,4,3,4,3,1,2,4,2,3,1,1,2,3,1
"1086","DE",5,8,8,6,1,3,4,3,4,6,10,10,6,6,4,6,1,1,1,1,2,1,1,2,1,2,1,6,8,8,3,6,6,8,2,2,4,4,3,1,2,2,2,5,1,8,4,4,3,2,2,3,2,10,3,1,6,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","ENG",2,1,1,2,2,1,1,1974,2,1,3,0,2016,6,1,25,45,75,25,25,25,65,16,15,18,16,25,35,60,3,3,3,4,3,2,2,1,2,2,2,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,2,3,2,NA,4,NA,3,6,1,4,4,1,3,6,610,6,3,0,15,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,40,1,2,1,8,8,1,1,2,2,1,2,1,1,8,1,1,6,620,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,6,610,3,3,6,1,6,2,212,3,0,0,1,7,1,"DED",1,3,3,2,8,8,8,8,1,2,5,4,-3,-3,-3,-1,-3,3,4,4,1,3,1,4,2,2,4,3,4,4,1,5,2,5,1,2,2,2,2,4,3,2,3,1,5,1,2,1,1,1,6,6,6,6,1,2
"1087","DE",3,8,9,8,2,3,1,2,2,5,7,8,3,3,5,5,1,2,2,1,2,2,2,2,2,1,2,7,9,8,4,7,8,6,1,2,4,4,5,2,3,2,6,5,5,8,6,3,4,2,2,2,2,9,6,1,6,5,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,1974,1,1,2,3,2003,6,1,18,50,70,25,28,30,0,15,18,18,18,25,40,50,3,3,3,2,3,7,2,2,1,2,1,1,NA,NA,NA,NA,1964,NA,NA,NA,NA,1,2,4,6,6,NA,4,NA,1,1,2,NA,1,2,4,2,213,4,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,NA,8,2,1,1,50,3,1,2,8,2,2,4,2,2,1,2,3,4,4,2,4,5,520,3,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,2,5,520,3,0,10,2,5,3,322,3,0,6,1,5,2,"DE2",1,4,3,3,8,6,8,5,2,2,10,10,1,0,-1,0,-4,3,4,3,2,2,2,2,2,2,2,3,2,3,3,4,2,2,2,2,1,2,2,1,2,2,4,3,5,2,4,1,2,2,2,1,1,1,1,2
"1088","DE",5,8,8,6,3,3,2,3,3,6,7,7,7,7,6,6,1,2,2,1,2,2,2,2,2,2,2,5,9,7,3,7,6,7,2,1,5,2,8,2,2,2,9,10,7,9,6,6,3,2,1,3,2,8,8,1,6,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,1976,1,2,4,8,2017,6,2,16,30,60,0,0,0,0,16,18,18,18,30,50,40,3,3,3,3,2,5,1,2,1,2,1,1,NA,NA,NA,NA,1972,NA,NA,NA,NA,2,5,6,6,2,NA,4,NA,1,1,2,1,1,1,3,7,720,6,8,12,17,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,0,1,3,2,10,5,1,3,2,2,1,2,1,4,7,1,4,1,212,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,2,1,3,322,3,0,6,2,5,2,212,3,0,0,3,5,2,"DEA",1,4,3,3,10,10,7,6,2,2,1,10,-1,0,0,1,-3,3,4,3,3,2,2,3,2,3,3,3,2,3,3,5,3,5,3,5,4,2,2,4,2,2,4,3,6,3,3,1,2,2,4,5,5,6,9,1
"1089","DE",4,6,9,9,1,4,2,4,2,7,10,10,7,7,8,9,1,1,2,1,2,2,2,2,2,1,2,5,9,10,6,10,3,6,2,2,4,5,7,1,2,3,10,10,5,10,4,3,3,2,1,2,3,10,9,1,6,7,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,1992,1,2,1,0,2015,6,1,17,40,60,20,25,25,60,16,18,18,15,25,40,65,3,3,3,2,3,0,3,1,2,2,1,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,1,2,1,6,NA,4,NA,1,1,2,NA,1,2,4,5,422,5,0,4,15,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,35,1,5,2,0,0,1,4,2,2,1,2,2,1,6,1,1,3,321,3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,3,322,3,0,6,1,6,3,322,3,0,6,1,6,2,"DEB",1,4,4,4,10,6,10,8,1,2,7,10,0,0,0,-1,-2,2,4,3,3,2,2,3,3,2,4,2,3,3,4,5,3,5,1,5,2,3,3,1,3,2,4,2,5,4,3,1,2,2,2,1,1,1,1,3
"1090","DE",5,6,10,4,1,4,3,4,5,8,6,5,7,5,5,2,1,2,2,2,2,1,2,1,2,1,2,3,8,6,5,7,5,2,4,1,5,1,10,1,2,2,9,8,8,8,7,4,3,1,3,3,3,9,10,1,6,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,1998,2,1,1,0,2014,6,1,16,40,65,25,35,30,65,16,18,18,18,25,45,65,3,3,3,2,3,7,3,2,1,2,2,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,4,2,5,NA,5,NA,3,6,2,6,6,1,4,7,720,6,8,0,20,1,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,2,1,2,1,1,10,10,2,5,2,2,1,2,3,2,10,2,2,5,520,5,0,10,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,5,422,3,0,9,1,6,2,212,3,0,0,1,7,1,"DE9",1,4,3,1,10,10,7,7,1,3,10,10,0,0,0,0,-2,1,4,4,4,3,3,2,2,2,2,4,4,4,3,5,2,5,4,5,5,1,3,3,2,2,4,5,5,3,5,1,2,4,5,4,2,4,2,2
"1091","DE",1,5,4,10,1,2,1,2,2,5,5,8,0,2,3,0,1,2,2,2,2,2,2,2,2,2,2,10,6,0,4,7,10,0,1,2,3,2,4,2,3,3,2,0,0,5,5,4,4,2,4,2,3,8,6,1,6,5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1972,1,1,1,1,2005,6,2,18,45,80,25,25,30,65,16,18,18,18,30,40,65,3,4,4,4,2,10,3,2,2,2,2,2,NA,NA,NA,NA,1970,NA,NA,NA,NA,3,3,2,1,5,NA,5,NA,1,2,2,5,5,2,4,2,212,3,0,0,8,0,0,0,0,0,1,0,1,0,0,0,0,6,6,1,1,2,18,3,1,2,10,2,1,6,2,2,1,2,3,4,1,2,4,1,212,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,2,2,212,3,0,0,1,7,2,212,3,0,0,3,7,2,"DEB",1,5,3,2,0,0,10,7,2,2,2,10,-2,0,-1,4,-4,-4,2,3,4,2,1,2,1,2,3,2,1,2,3,6,1,1,2,4,5,2,2,4,2,1,6,3,6,2,6,2,2,3,6,2,2,1,1,1
"1092","DE",5,7,9,8,1,2,2,2,2,0,7,7,3,3,7,2,1,2,2,1,2,1,1,2,2,2,2,0,8,4,4,7,9,3,2,1,5,2,10,1,1,1,8,10,6,8,2,6,2,2,3,3,2,9,9,2,1,7,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,"GER","TUR",1,2,2,2,1,1,1,2000,1,2,1,5,1999,6,2,15,20,75,20,25,28,63,17,18,18,20,20,45,65,1,5,5,2,1,10,2,1,2,1,2,1,NA,NA,NA,NA,1993,NA,NA,NA,NA,1,3,6,1,6,NA,4,NA,1,1,2,NA,1,2,3,5,423,6,0,1,11,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,35,1,2,2,9,0,1,4,2,2,1,1,3,1,7,2,1,7,720,6,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,1,113,1,0,0,2,9,1,0,0,0,0,3,7,2,"DE7",1,2,3,2,3,3,4,5,1,2,10,1,-2,-2,-2,2,-3,4,3,3,3,4,4,1,4,1,4,2,2,2,3,5,2,6,6,5,3,5,2,2,2,2,2,2,3,2,5,2,2,6,3,4,3,6,2,4
"1093","DE",5,4,8,6,1,4,1,3,4,8,8,8,4,4,5,7,2,2,2,2,2,2,2,2,2,1,2,4,7,6,5,10,8,9,4,2,5,3,9,3,3,3,6,3,4,8,6,3,4,2,1,4,3,9,9,1,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"ENG","GER",2,1,1,3,1,1,1,1985,2,1,1,2,2008,6,2,17,45,60,25,28,30,60,25,23,23,28,23,50,60,2,3,3,3,3,5,1,1,2,1,1,1,NA,NA,NA,NA,1987,NA,NA,NA,NA,3,2,2,2,6,NA,2,NA,1,1,2,6,6,1,2,6,620,6,4,0,17,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,2,1,0,1,3,2,6,7,1,4,1,2,1,1,3,1,8,1,1,1,213,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,7,720,6,8,0,1,1,6,610,6,3,0,3,5,2,"DE6",1,4,4,3,8,10,10,9,1,2,10,10,-1,0,0,0,0,0,4,4,1,2,1,4,1,4,4,3,1,2,1,6,1,4,4,1,5,1,1,2,2,1,3,1,2,4,5,1,1,3,2,1,5,1,291,1
"1094","DE",5,6,5,5,2,3,3,3,3,8,6,6,6,3,5,5,1,2,2,2,2,2,2,2,2,2,2,5,7,7,6,6,5,5,1,1,5,2,6,2,2,2,6,6,5,7,4,3,2,2,2,2,2,6,6,2,1,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,2002,2,2,1,6,2017,6,1,18,50,75,25,30,28,28,18,20,22,22,25,40,67,3,3,3,2,3,6,2,1,2,1,2,2,NA,NA,NA,NA,1969,NA,NA,NA,NA,1,4,4,2,5,NA,4,NA,3,6,2,6,6,2,4,4,313,6,0,0,13,0,0,0,0,1,0,0,0,0,0,0,0,NA,5,2,1,1,0,1,3,1,7,6,1,4,2,1,2,2,3,1,7,1,1,5,423,6,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,9,1,1,3,322,3,0,10,4,7,3,322,3,0,7,1,3,2,"DE9",1,3,3,3,1,4,3,5,1,2,10,10,-1,-1,-1,0,-4,3,3,3,3,3,2,2,2,2,4,3,3,3,2,4,2,4,3,3,5,2,3,3,1,2,3,3,4,5,5,2,2,4,5,2,4,1,2,2
