"","cntry","netusoft","ppltrst","pplfair","pplhlp","polintr","psppsgva","actrolga","psppipla","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstep","trstun","vote","contplt","wrkprty","wrkorg","badge","sgnptit","pbldmn","bctprd","pstplonl","clsprty","prtdgcl","lrscale","stflife","stfeco","stfgov","stfdem","stfedu","stfhlth","gincdif","freehms","hmsfmlsh","hmsacld","euftf","imsmetn","imdfetn","impcntr","imbgeco","imueclt","imwbcnt","happy","sclmeet","inprdsc","sclact","crmvct","aesfdrk","health","hlthhmp","atchctr","atcherp","rlgblg","rlgblge","rlgatnd","pray","dscrgrp","dscrrce","dscrntn","dscrrlg","dscrlng","dscretn","dscrage","dscrgnd","dscrsex","dscrdsb","dscroth","dscrdk","dscrref","dscrnap","dscrna","ctzcntr","brncntr","lnghom1","lnghom2","blgetmg","facntr","mocntr","admdw","vteurmmb","evpdemp","evlvptn","lvptnyr","evmar","bthcld","nbthcld","ngchld","ygcdbyr","ggchld","admge","ageadlt","agemage","ageoage","iaglptn","iagmr","iagpnt","iagrtr","tygledu","tyglvp","tygmr","tygpnt","tolvpnt","tochld","towkht","anvcld","alvgptn","acldnmr","aftjbyc","advcyc","plnftr","hhmmb","gndr","gndr2","gndr3","gndr4","gndr5","gndr6","gndr7","gndr8","gndr9","yrbrn5","yrbrn6","yrbrn7","yrbrn8","yrbrn9","rshipa2","rshipa3","rshipa4","rshipa5","rshipa6","rshipa7","rshipa8","rshipa9","rshpsts","lvgptnea","dvrcdeva","marsts","maritalb","chldhhe","domicil","eisced","edulvlb","edubde1","eduade2","eduade3","eduyrs","pdwrk","edctn","uempla","uempli","dsbld","rtrd","cmsrv","hswrk","dngoth","dngref","dngdk","dngna","mainact","mnactic","crpdwk","pdjobev","emplrel","emplno","wrkctra","estsz","jbspv","wkdcorga","iorgact","icwhct","tporgwk","wrkac6m","uemp3m","uemp12m","uemp5yr","mbtru","hincsrca","hinctnta","hincfel","iincsrc","eiscedp","edulvlpb","edupbde1","edupade2","edupade3","pdwrkp","edctnp","uemplap","uemplip","dsbldp","rtrdp","cmsrvp","hswrkp","dngothp","dngdkp","dngnapp","dngrefp","dngnap","mnactp","crpdwkp","emprelp","eiscedf","edulvlfb","edufbde1","edufade2","edufade3","emprf14","occf14b","eiscedm","edulvlmb","edumbde1","edumade2","edumade3","emprm14","occm14b","atncrse","region","regunit","frprtpl","gvintcz","poltran","ifredu","ifrjob","evfredu","evfrjob","fvgabc","infqbst","grsplet","netilet","grspfr","netifr","occinfr","topinfr","btminfr","wltdffr","recskil","recexp","recknow","recimg","recgndr","sofrdst","sofrwrk","sofrpr","sofrprv","ppldsrv","jstprev","pcmpinj","ipcrtiv","imprich","ipeqopt","ipshabt","impsafe","impdiff","ipfrule","ipudrst","ipmodst","ipgdtim","impfree","iphlppl","ipsuces","ipstrgv","ipadvnt","ipbhprp","iprspot","iplylfr","impenv","imptrad","impfun","prtvede1","prtvede2","prtclede","rlgdnade","rlgdeade"
"11","DE",1,8,7,6,4,1,1,1,2,0,5,7,3,1,3,6,1,2,2,2,2,2,2,2,2,2,4,1,10,7,0,0,5,8,1,1,4,1,3,3,3,3,0,0,0,10,6,5,4,2,2,2,3,7,7,2,2,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,"GER","SRP",2,2,2,2,1,2,1,1968,1,1,1,2,1999,2,2,20,40,60,111,25,30,70,16,20,18,20,30,5,60,5,2,2,3,2,5,1,2,2,2,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,3,2,6,6,5,NA,4,NA,1,2,2,1,1,2,2,2,213,1,0,7,6,0,0,0,0,0,0,0,0,0,0,1,0,NA,1,2,2,1,0,1,2,2,0,8,2,5,2,2,1,2,3,4,4,1,4,1,212,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,7,800,0,9,0,1,9,6,610,3,9,0,1,7,2,"DE7",1,2,1,1,1,0,5,5,2,2,10,10,-2,-3,-1,3,3,3,2,2,2,4,4,1,1,5,5,5,5,5,4,5,5,5,5,5,3,3,2,4,2,2,2,2,4,3,3,3,2,3,3,2,9,6,1,291
"12","DE",5,5,6,6,2,2,2,3,3,6,9,9,5,5,5,7,1,2,2,2,2,1,2,1,2,2,2,4,9,9,6,5,5,8,2,2,4,2,9,2,2,3,9,9,5,9,5,4,1,2,2,2,2,8,8,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,1992,1,1,2,0,2010,6,2,20,40,70,25,30,30,65,15,20,20,20,30,50,65,3,4,4,3,3,1,4,2,1,1,2,1,NA,NA,NA,NA,2013,NA,NA,NA,NA,1,2,2,6,2,NA,4,NA,1,1,2,NA,1,1,4,3,321,4,0,3,13,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,35,1,4,2,5,0,1,2,2,2,1,2,2,2,8,1,1,6,610,4,5,10,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,5,520,3,0,10,1,6,3,322,3,0,6,1,8,1,"DED",1,3,3,2,10,10,8,7,1,2,6,10,-2,0,-2,2,-3,2,4,4,3,3,2,4,1,2,5,4,4,4,5,5,3,2,2,4,3,3,3,4,2,2,3,2,6,2,2,1,1,4,5,1,1,1,1,2
"13","DE",5,10,10,8,2,3,1,2,3,6,7,7,6,3,5,5,1,2,2,2,2,2,2,1,1,1,2,5,9,9,8,9,8,8,1,1,4,2,0,1,2,2,10,10,5,8,3,4,1,2,1,2,3,10,5,2,1,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,1974,1,2,2,4,2005,6,2,25,40,60,30,30,35,60,18,18,25,25,30,50,65,4,3,3,3,3,10,2,1,2,1,1,1,NA,NA,NA,NA,1972,NA,NA,NA,NA,1,3,3,1,6,NA,4,NA,1,1,2,NA,1,1,2,6,610,5,3,9,18,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,10,1,5,1,10,6,1,1,2,1,1,2,3,4,10,2,4,7,720,6,8,12,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,2,3,322,3,0,6,1,6,2,212,3,0,0,3,9,2,"DEB",1,4,3,3,10,10,6,6,2,2,10,10,0,0,0,-4,-4,-4,4,4,4,3,1,3,2,2,5,3,4,4,1,5,2,5,2,5,5,3,3,3,1,3,5,3,6,4,6,3,2,4,4,5,5,4,2,1
"14","DE",5,3,6,4,1,4,3,4,4,8,9,8,7,7,7,7,1,2,1,1,2,1,2,2,2,2,1,6,8,10,7,9,5,8,1,1,5,2,8,2,2,2,5,5,5,8,5,4,3,2,2,3,3,10,7,1,6,7,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1991,1,1,2,0,2013,6,2,20,40,70,18,22,22,65,17,17,16,17,30,45,75,3,3,3,3,3,3,2,1,2,1,1,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,1,3,2,6,NA,5,NA,1,1,2,NA,1,1,3,7,720,6,8,6,18,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,15,1,3,1,10,10,1,4,2,2,1,2,3,1,10,1,1,2,213,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,6,610,3,5,10,1,9,5,422,3,0,9,1,1,2,"DE4",1,4,4,2,10,10,5,5,1,2,1,10,0,-1,0,0,-3,3,4,2,2,3,2,4,2,2,4,4,4,4,2,4,2,5,3,3,5,3,2,3,3,3,2,2,4,3,2,2,1,2,5,1,1,1,2,2
"15","DE",5,10,8,8,1,5,5,5,5,9,10,10,8,9,8,8,1,1,1,1,1,2,1,2,1,1,1,4,10,9,8,10,10,8,2,2,3,3,10,2,2,2,7,8,5,10,5,2,4,2,1,2,3,9,8,1,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,2,1,1,1,1,1,1968,1,1,3,7,1994,2,2,18,40,75,18,25,27,67,18,18,18,18,25,50,70,3,3,3,3,2,8,2,1,2,1,2,2,NA,NA,NA,NA,1972,NA,NA,NA,NA,1,3,3,1,6,NA,5,NA,1,2,2,NA,1,1,4,3,322,3,0,7,12,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,40,1,3,1,7,7,1,2,2,2,1,2,3,4,6,1,4,3,321,3,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,3,322,3,0,6,1,7,2,212,3,0,0,1,7,2,"DE2",1,5,4,4,10,8,10,7,2,2,7,9,-1,0,0,0,0,4,3,3,4,2,1,5,2,1,4,3,1,2,1,5,1,3,3,5,4,2,4,3,3,2,5,6,6,5,5,1,1,1,4,1,1,1,1,1
"16","DE",5,7,6,7,1,4,3,3,4,6,8,7,6,4,6,6,1,2,2,2,2,2,2,1,1,1,2,3,9,8,5,8,7,8,1,1,5,1,6,1,2,2,9,7,7,9,4,6,2,1,2,2,2,7,9,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","HUN",2,1,1,3,1,1,1,1975,1,1,3,5,2007,6,1,18,45,70,23,28,30,0,18,20,20,24,22,45,70,3,3,3,3,3,2,2,2,1,1,1,1,NA,NA,NA,NA,1993,NA,NA,NA,NA,1,2,5,6,5,NA,4,NA,1,1,2,NA,1,1,2,7,720,6,8,0,16,0,0,0,0,0,0,0,1,0,0,0,0,NA,8,2,1,2,3,2,1,1,10,10,1,5,2,2,1,1,3,1,4,1,1,7,720,6,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,7,720,6,8,6,1,1,4,313,6,0,12,1,1,2,"DE9",1,3,3,4,9,4,6,5,1,2,10,1,0,0,0,0,-4,-3,3,4,3,2,2,3,2,2,3,3,2,3,3,4,1,4,5,4,4,3,3,3,1,1,3,2,2,3,2,2,3,5,5,1,1,1,1,2
"17","DE",2,5,6,7,2,2,1,3,3,8,9,9,4,3,4,5,1,2,2,2,2,2,2,1,2,1,3,0,7,9,3,6,5,7,2,2,2,4,1,1,2,2,5,8,4,9,2,2,1,2,2,1,3,6,6,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1973,1,1,2,1,1997,1,2,22,35,70,30,30,30,60,0,18,18,24,25,45,70,3,3,3,3,3,9,2,2,1,1,2,1,NA,NA,NA,NA,1969,NA,NA,NA,NA,1,2,2,2,6,NA,5,NA,1,2,1,NA,1,2,2,5,520,4,0,10,10,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,0,1,4,2,7,5,1,3,2,2,1,2,3,4,6,1,4,3,322,4,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,9,2,1,3,212,5,0,6,4,9,2,212,3,0,0,1,5,2,"DEA",1,5,3,3,9,8,8,6,2,2,10,1,0,0,-2,0,0,2,4,3,2,4,2,4,3,2,4,4,4,4,3,6,1,5,5,5,2,3,3,1,1,1,3,1,5,3,1,2,1,3,2,2,2,2,2,2
"18","DE",5,0,5,0,2,8,2,2,4,8,10,10,8,8,10,10,2,2,2,2,2,2,2,1,2,2,2,5,0,10,10,5,5,10,1,5,2,1,2,2,2,4,0,0,0,0,3,0,2,1,4,3,3,10,5,2,1,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,"TUR","GER",1,2,2,3,1,1,2,2007,1,1,4,2,2012,6,2,0,0,50,0,22,25,65,15,17,17,17,25,0,0,1,1,1,5,3,0,5,2,1,1,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,2,2,6,5,6,NA,5,NA,1,2,1,4,4,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,3,3,2,1,1,65,2,4,2,0,0,1,4,2,1,2,2,3,1,3,3,1,1,212,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,1,1,1,0,0,0,0,1,9,1,0,0,0,0,3,9,2,"DE2",1,2,2,3,0,0,3,0,1,2,7,1,-2,-3,-3,-3,-3,-3,2,3,2,3,2,3,2,2,4,4,4,4,4,5,2,5,2,4,2,2,2,5,4,2,4,2,6,3,4,1,3,3,5,1,1,1,2,6
"19","DE",4,3,5,5,2,3,2,3,3,5,5,5,5,5,5,5,1,2,2,2,2,2,2,2,2,1,2,5,8,10,5,5,4,4,2,2,5,2,5,1,2,3,8,7,7,8,4,4,4,2,1,2,3,7,7,1,6,5,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,1994,1,2,2,5,2018,6,2,24,45,75,22,0,26,65,18,18,18,18,29,45,75,3,3,3,3,3,4,2,1,2,1,1,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,3,3,1,2,NA,5,NA,3,6,1,4,4,2,3,5,520,3,0,10,14,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,2,3,1,1,1,10,10,2,4,2,2,1,2,3,2,9,1,2,3,321,4,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,5,520,3,0,10,2,6,2,212,3,0,0,3,9,2,"DEA",1,3,3,3,9,8,8,8,1,2,1,1,0,-1,0,0,-3,3,4,4,3,3,1,3,2,2,3,3,2,2,2,5,2,3,2,2,2,2,2,2,2,3,2,2,3,2,3,2,2,2,2,1,1,1,1,1
"20","DE",3,5,10,8,3,3,1,1,1,5,5,8,0,0,5,5,1,2,2,2,2,2,2,2,2,2,2,5,10,5,5,4,7,6,2,1,5,2,5,1,2,2,6,6,6,10,6,5,2,2,2,2,2,8,8,1,6,6,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,2,1,1,1967,1,1,3,8,1996,2,2,18,50,75,25,25,25,60,20,22,20,20,25,60,65,3,4,4,3,2,8,2,2,1,2,2,1,NA,NA,NA,NA,1969,NA,NA,NA,NA,1,2,5,6,6,NA,4,NA,1,2,2,NA,1,1,4,3,322,3,0,7,10,0,0,0,0,0,1,0,1,0,0,0,0,6,6,2,1,1,50,1,3,2,3,0,1,2,2,2,1,2,3,4,8,1,4,7,720,4,8,6,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,3,322,3,0,6,1,5,3,322,3,0,6,3,7,2,"DEF",1,3,3,3,2,5,10,7,2,2,10,1,-1,0,0,1,-2,0,2,3,3,3,3,2,2,2,4,2,2,3,5,5,2,4,3,5,5,2,3,3,2,3,4,4,5,5,4,2,3,5,3,4,4,3,2,2
"21","DE",4,5,8,8,3,2,2,3,2,8,7,8,6,6,7,7,1,2,2,2,2,1,2,1,2,1,3,5,8,4,4,6,4,4,2,2,4,2,9,2,3,3,8,8,6,8,4,2,3,2,3,3,3,8,8,1,6,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"NDS","GER",2,1,1,2,1,1,1,1975,1,1,2,1,2017,6,1,20,38,70,20,28,28,65,15,16,18,18,25,40,65,3,3,3,3,3,4,3,2,1,1,2,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,1,1,6,NA,4,NA,1,2,2,NA,1,1,4,5,520,6,0,5,13,0,0,0,0,0,1,0,1,0,0,0,0,6,6,2,1,1,0,2,1,1,10,7,2,4,2,2,1,2,3,3,5,1,4,3,322,3,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,2,3,322,3,0,6,2,9,2,212,3,0,0,2,9,2,"DE9",1,4,3,3,2,10,6,3,2,2,10,3,0,-3,-2,3,-3,2,3,2,1,3,3,3,2,2,3,3,3,3,3,5,4,5,2,3,4,3,3,2,2,3,5,2,4,2,5,2,2,3,3,1,1,1,2,290
"22","DE",4,2,3,5,1,2,4,1,4,0,2,7,0,2,0,3,2,2,2,2,2,1,2,2,2,2,2,6,6,6,1,2,4,3,3,3,3,3,2,2,2,3,4,3,3,7,5,4,3,2,2,3,1,8,3,1,6,4,6,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","ENG",2,1,1,1,55,1,1,2000,1,1,1,0,2017,6,2,20,35,65,25,30,35,55,16,25,30,35,25,40,60,3,3,3,2,3,2,3,1,2,2,2,1,NA,NA,NA,NA,1969,NA,NA,NA,NA,1,2,2,6,2,NA,5,NA,1,1,2,NA,1,1,4,3,322,4,0,6,13,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,40,1,4,2,7,2,1,4,2,2,1,1,1,1,6,2,1,3,322,4,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,3,322,3,0,6,2,4,3,322,3,0,6,1,4,2,"DE2",1,2,2,1,7,7,7,3,1,2,1,10,0,-3,0,1,-3,4,3,3,2,1,1,2,1,1,5,3,2,2,1,4,1,2,1,2,4,2,1,2,1,1,3,1,4,1,1,1,1,1,4,6,6,6,1,1
"23","DE",2,3,2,3,1,4,2,3,2,2,2,8,2,2,3,4,1,2,2,1,2,2,2,2,2,1,2,5,9,9,5,3,8,7,1,2,5,5,10,2,2,3,6,10,5,8,2,2,3,2,3,3,2,10,10,1,6,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,"GER","000",2,1,1,1,1,1,1,1974,1,2,1,10,2011,6,2,25,60,80,25,28,28,64,18,25,28,20,28,55,70,4,3,4,4,2,7,2,2,1,1,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,5,5,6,6,NA,5,NA,1,1,2,NA,1,2,2,3,321,4,0,3,12,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,0,1,3,1,8,8,1,2,2,2,1,2,3,4,8,1,4,6,610,6,5,10,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,2,212,3,0,0,2,9,2,212,3,0,0,4,9,2,"DE1",1,4,3,3,8,8,5,5,2,3,10,3,-1,0,-2,2,-3,3,4,3,2,3,2,2,2,2,5,3,3,3,3,4,2,4,2,4,3,2,2,4,3,1,4,2,6,3,4,1,2,2,5,1,4,1,2,2
"24","DE",2,3,4,4,3,3,2,3,3,5,2,2,4,4,5,5,1,2,2,2,2,2,2,2,2,2,2,5,4,4,4,4,5,6,1,1,5,1,5,3,3,2,4,3,2,4,4,3,1,2,3,3,1,7,6,2,1,7,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,"GER","000",2,1,1,3,1,1,2,1996,2,2,3,9,2003,6,2,20,30,50,20,25,28,65,19,18,18,20,30,35,70,4,4,4,4,2,7,1,2,1,2,1,1,NA,NA,NA,NA,2007,NA,NA,NA,NA,3,3,6,6,2,NA,5,NA,1,1,2,6,6,2,3,1,113,1,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,0,1,4,2,10,9,1,2,2,1,1,1,3,1,2,1,1,1,213,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,1,3,322,3,0,6,1,6,2,212,3,0,0,3,8,2,"DE1",1,3,3,2,55,4,3,5,1,2,2,1,0,0,0,3,-3,4,3,3,3,3,3,1,1,2,3,2,2,2,2,5,2,3,1,3,2,2,2,1,1,6,4,2,3,3,4,3,1,5,1,1,1,1,2,2
"25","DE",1,2,5,5,2,2,3,2,3,5,3,6,2,2,3,4,1,2,2,1,2,2,2,1,2,1,3,8,5,6,2,4,4,3,1,2,2,2,7,2,4,3,8,4,4,7,6,5,1,2,2,4,2,8,6,1,6,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,1963,1,1,1,3,1980,2,1,21,40,80,21,25,25,60,0,18,18,16,35,45,60,3,3,2,2,3,8,2,1,2,1,2,1,NA,NA,NA,NA,1970,NA,NA,NA,NA,1,2,4,6,2,NA,2,NA,1,2,2,NA,1,1,4,3,322,3,0,6,7,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,65,1,5,1,2,6,1,4,2,2,1,2,1,1,2,3,1,3,322,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,3,322,3,0,6,1,6,5,520,3,4,0,3,4,2,"DE7",1,2,2,3,10,9,10,0,1,2,6,1,-2,-4,-3,-1,-3,3,2,1,4,3,3,1,1,1,4,3,3,3,5,5,2,4,2,5,4,2,3,1,1,1,3,2,3,1,4,2,2,2,4,2,2,2,2,2
"26","DE",5,7,6,2,1,2,3,2,4,4,3,7,5,3,4,1,1,1,2,1,2,2,2,1,2,1,2,6,8,7,5,6,2,6,5,1,4,2,10,1,1,2,8,6,5,8,7,5,4,2,1,1,3,8,7,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","ENG",2,1,1,2,1,1,2,1995,2,2,1,2,2011,6,2,25,45,70,27,30,31,65,20,17,21,20,21,50,65,3,2,3,4,3,2,2,1,1,2,2,2,NA,NA,NA,NA,1972,NA,NA,NA,NA,6,2,6,6,2,NA,5,NA,1,2,2,6,6,2,1,6,620,6,4,0,16,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,1,1,65,1,5,1,9,8,1,4,2,2,1,1,3,1,9,1,1,1,213,1,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,1,1,6,610,5,3,7,1,4,6,610,6,3,7,1,3,1,"DEA",1,2,3,3,10,9,7,6,1,3,10,5,-1,-3,-3,-3,-4,3,4,4,2,1,1,5,1,2,3,2,3,4,3,2,2,3,4,5,6,2,3,2,1,3,2,5,2,5,3,2,3,6,3,1,1,1,2,2
"27","DE",1,8,9,5,3,2,2,3,3,5,6,6,6,2,3,5,1,2,2,2,2,2,2,1,2,2,3,4,8,7,2,7,3,6,2,2,3,4,6,1,2,2,4,6,5,7,5,3,4,2,2,2,2,5,5,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,1,1,1,1,1970,1,1,2,4,2006,6,1,18,30,0,20,25,25,60,24,16,18,20,20,40,60,3,4,2,3,4,7,2,2,1,1,1,1,NA,NA,NA,NA,1972,NA,NA,NA,NA,1,4,5,6,2,NA,4,NA,1,1,2,NA,1,1,4,7,720,6,8,6,15,0,0,0,0,0,1,0,0,0,0,0,0,NA,6,2,1,1,65,1,5,2,9,7,1,3,2,2,1,2,2,4,5,2,4,5,520,4,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,8,2,1,5,520,3,0,10,2,5,2,212,3,0,0,2,8,2,"DED",1,3,2,1,10,0,7,4,2,2,10,1,0,-3,-2,2,-3,3,4,4,2,2,2,4,1,2,4,4,3,4,2,5,1,5,4,3,5,2,2,2,1,2,4,2,2,4,5,2,2,2,5,3,5,9,1,2
"28","DE",5,6,7,7,2,3,2,3,2,7,8,7,6,6,7,8,1,2,2,2,2,2,2,2,2,1,2,5,7,7,7,7,4,5,2,1,5,1,9,1,1,1,7,6,6,7,4,6,3,2,2,3,3,8,6,1,6,5,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,2,1,1,1,1,1,2014,2,1,1,1,2017,6,2,20,40,65,25,30,32,63,17,22,24,22,30,55,65,3,5,5,4,4,3,3,2,1,1,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,1,1,5,NA,5,NA,3,6,2,6,6,2,2,6,620,6,4,12,16,0,0,0,0,0,0,0,1,0,0,0,0,NA,8,2,1,1,300,1,4,2,7,5,1,1,2,2,1,2,3,1,6,2,1,5,423,6,0,7,1,0,0,0,0,0,0,0,0,0,0,0,0,9,2,1,7,720,6,8,12,1,2,4,313,6,0,0,3,7,2,"DEA",1,2,3,1,10,10,3,2,1,2,1,8,0,-2,0,0,-1,0,3,3,2,3,2,2,3,3,4,3,3,4,3,3,2,4,2,3,4,2,3,2,2,2,4,2,5,2,3,2,2,4,4,1,1,1,2,2
"29","DE",5,5,5,5,1,4,4,8,5,5,5,6,4,4,4,5,1,2,2,2,2,2,2,2,2,1,1,2,7,5,2,6,4,5,3,1,5,1,4,2,2,2,8,7,5,8,3,3,3,2,2,3,2,7,7,2,2,7,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,"GER","000",2,1,1,2,1,1,1,1992,1,2,3,10,2009,6,1,0,45,70,0,0,0,0,15,18,18,25,28,50,0,3,3,3,3,3,4,2,2,1,1,1,2,NA,NA,NA,NA,1992,NA,NA,NA,NA,1,5,3,3,5,NA,5,NA,1,2,1,NA,1,2,3,7,720,6,8,4,22,0,0,1,0,0,0,0,1,0,0,0,0,8,8,2,1,1,0,1,3,1,10,1,1,4,1,1,2,2,3,1,7,1,2,7,720,6,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,8,1,1,5,423,6,0,7,2,2,3,322,4,0,7,3,7,2,"DE7",1,4,3,3,10,5,4,4,1,2,10,4,-2,-2,-2,0,0,-1,3,3,2,3,2,3,2,3,5,4,4,4,3,5,1,3,3,3,5,2,4,3,2,3,3,5,4,5,2,2,2,4,4,9,9,9,1,2
"30","DE",5,2,5,5,2,3,2,3,3,6,3,7,7,6,6,8,1,1,2,2,2,2,2,2,2,1,2,2,9,7,3,2,7,8,1,1,5,1,10,1,2,2,8,7,5,9,6,6,5,2,1,2,3,10,10,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,3,1,1,1,1988,1,1,1,0,2017,6,2,20,40,70,25,30,30,65,20,24,29,24,35,40,70,4,5,3,4,4,1,2,2,1,1,1,1,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,4,6,2,NA,5,NA,1,1,1,NA,1,1,2,6,610,6,5,6,18,1,0,0,0,0,0,0,0,0,0,0,0,NA,1,2,2,1,65,1,1,2,9,10,2,3,2,2,1,1,3,1,10,1,1,6,610,6,5,7,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,1,7,720,6,8,0,1,1,3,322,4,0,6,1,9,1,"DE3",1,4,2,1,10,8,0,4,1,3,10,1,-2,-2,-4,0,-2,2,4,3,3,4,4,5,3,1,4,4,5,5,2,2,1,5,2,3,4,2,5,1,1,3,2,1,5,2,2,1,1,1,1,5,2,2,9,2
"31","DE",5,4,9,7,2,3,2,2,3,8,10,9,1,2,0,0,1,1,2,2,2,1,1,1,1,1,3,7,4,3,0,8,5,8,2,1,5,4,3,1,1,1,10,10,6,9,3,2,2,2,2,2,3,8,4,2,2,7,7,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,"GER","000",2,1,1,2,1,1,1,1988,2,2,3,2,2015,6,2,21,40,64,0,0,0,0,0,17,15,15,25,40,0,3,3,3,3,3,3,2,1,2,2,2,2,NA,NA,NA,NA,2018,NA,NA,NA,NA,1,2,2,1,2,NA,5,NA,3,6,2,NA,6,2,3,5,422,5,0,6,14,0,0,0,0,0,0,0,0,1,0,0,0,NA,9,2,1,1,0,1,5,1,9,7,1,4,2,2,1,2,2,1,10,1,1,5,423,6,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,8,2,1,1,113,1,0,0,1,7,1,113,1,0,0,3,9,2,"DE9",1,3,3,2,10,9,10,10,1,2,1,1,0,0,-2,0,-2,4,4,4,2,2,2,4,2,2,2,1,4,3,1,6,2,5,4,2,6,1,2,1,1,2,4,1,3,2,2,1,4,6,1,9,5,5,1,2
